level,parent_path,parent_node,parent_var,child_node,child_var,jump,jump_wt
1,1,0_1,0.9205673933029175,1_1-2,0.6664502024650574,0.2541171908378601,0.276044092683002
1,1,0_1,0.9205673933029175,1_1-0,0.9229120016098022,-0.0023446083068847656,-0.002546916525548999
1,1,0_1,0.9205673933029175,1_1-3,0.46285632252693176,0.4577110707759857,0.4972053910510097
1,1,0_1,0.9205673933029175,1_1-1,0.5947542190551758,0.3258131742477417,0.3539264768859038
2,1-2,1_1-2,0.6664502024650574,2_1-2-2,0.468641459941864,0.19780874252319336,0.2968094867276519
2,1-2,1_1-2,0.6664502024650574,2_1-2-1,0.43515539169311523,0.23129481077194214,0.3470549036018474
2,1-2,1_1-2,0.6664502024650574,2_1-2-0,0.028899921104311943,0.6375502813607454,0.9566360382254859
2,1-2,1_1-2,0.6664502024650574,2_1-2-3,0.03549208119511604,0.6309581212699413,0.9467445863714372
2,1-0,1_1-0,0.9229120016098022,2_1-0-0,0.5021029710769653,0.4208090305328369,0.45595791342927044
2,1-0,1_1-0,0.9229120016098022,2_1-0-3,0.22468873858451843,0.6982232630252838,0.7565437027662422
2,1-0,1_1-0,0.9229120016098022,2_1-0-2,0.9160633087158203,0.006848692893981934,0.007420743128311263
2,1-0,1_1-0,0.9229120016098022,2_1-0-1,0.6103246808052063,0.31258732080459595,0.33869677743854354
2,1-3,1_1-3,0.46285632252693176,2_1-3-0,0.14440730214118958,0.3184490203857422,0.6880083621785525
2,1-3,1_1-3,0.46285632252693176,2_1-3-1,0.48206016421318054,-0.01920384168624878,-0.041489854954139434
2,1-3,1_1-3,0.46285632252693176,2_1-3-2,0.4924921691417694,-0.029635846614837646,-0.0640281771523457
2,1-3,1_1-3,0.46285632252693176,2_1-3-3,0.13152778148651123,0.33132854104042053,0.7158345363666105
2,1-1,1_1-1,0.5947542190551758,2_1-1-3,0.25664979219436646,0.3381044268608093,0.568477559348668
2,1-1,1_1-1,0.5947542190551758,2_1-1-0,0.013731296174228191,0.5810229228809476,0.9769126544473419
2,1-1,1_1-1,0.5947542190551758,2_1-1-1,0.01995660364627838,0.5747976154088974,0.9664456291239407
2,1-1,1_1-1,0.5947542190551758,2_1-1-2,0.018474742770195007,0.5762794762849808,0.9689371808079917
3,1-0-3,2_1-0-3,0.22468873858451843,3_1-0-3-3,0.3576544225215912,-0.13296568393707275,-0.5917772504964981
3,1-0-3,2_1-0-3,0.22468873858451843,3_1-0-3-2,0.15599723160266876,0.06869150698184967,0.3057185127060154
3,1-0-3,2_1-0-3,0.22468873858451843,3_1-0-3-1,0.17162208259105682,0.05306665599346161,0.23617853003122438
3,1-0-3,2_1-0-3,0.22468873858451843,3_1-0-3-0,0.08115670830011368,0.14353203028440475,0.6388038456605338
3,1-0-3,2_1-0-3,0.22468873858451843,3_1-0-3-4,0.3441769480705261,-0.11948820948600769,-0.5317943847063846
3,1-3-2,2_1-3-2,0.4924921691417694,3_1-3-2-1,0.32686251401901245,0.16562965512275696,0.3363092156599928
3,1-3-2,2_1-3-2,0.4924921691417694,3_1-3-2-0,0.5092313289642334,-0.01673915982246399,-0.03398868219901672
3,1-3-2,2_1-3-2,0.4924921691417694,3_1-3-2-3,0.5369679927825928,-0.044475823640823364,-0.09030767680697985
3,1-3-2,2_1-3-2,0.4924921691417694,3_1-3-2-2,0.31194716691970825,0.18054500222206116,0.36659466593485923
3,1-2-1,2_1-2-1,0.43515539169311523,3_1-2-1-3,0.6928988099098206,-0.2577434182167053,-0.5923020216154734
3,1-2-1,2_1-2-1,0.43515539169311523,3_1-2-1-2,0.3954038619995117,0.039751529693603516,0.09135019455679294
3,1-2-1,2_1-2-1,0.43515539169311523,3_1-2-1-1,0.010944373905658722,0.4242110177874565,0.97484950407468
3,1-2-1,2_1-2-1,0.43515539169311523,3_1-2-1-0,0.026473412290215492,0.40868197940289974,0.9391633131621971
3,1-0-0,2_1-0-0,0.5021029710769653,3_1-0-0-0,0.03490062430500984,0.4672023467719555,0.9304911017950139
3,1-0-0,2_1-0-0,0.5021029710769653,3_1-0-0-1,0.03890945017337799,0.46319352090358734,0.9225070305998773
3,1-0-0,2_1-0-0,0.5021029710769653,3_1-0-0-2,0.020105386152863503,0.48199758492410183,0.9599576435292958
3,1-0-0,2_1-0-0,0.5021029710769653,3_1-0-0-3,0.10489856451749802,0.3972044065594673,0.7910815697973265
3,1-3-1,2_1-3-1,0.48206016421318054,3_1-3-1-4,0.32814642786979675,0.1539137363433838,0.31928325086683335
3,1-3-1,2_1-3-1,0.48206016421318054,3_1-3-1-2,0.538665771484375,-0.05660560727119446,-0.11742436208888206
3,1-3-1,2_1-3-1,0.48206016421318054,3_1-3-1-3,0.5119072794914246,-0.02984711527824402,-0.061915747232423844
3,1-3-1,2_1-3-1,0.48206016421318054,3_1-3-1-0,0.44029250741004944,0.041767656803131104,0.08664407454472897
3,1-3-1,2_1-3-1,0.48206016421318054,3_1-3-1-1,0.3064550757408142,0.17560508847236633,0.3642804394737517
3,1-0-1,2_1-0-1,0.6103246808052063,3_1-0-1-1,0.04298693314194679,0.5673377476632595,0.9295671066665143
3,1-0-1,2_1-0-1,0.6103246808052063,3_1-0-1-0,0.48112112283706665,0.12920355796813965,0.21169643311438816
3,1-0-1,2_1-0-1,0.6103246808052063,3_1-0-1-3,0.7147206664085388,-0.10439598560333252,-0.17104991635862088
3,1-0-1,2_1-0-1,0.6103246808052063,3_1-0-1-2,0.14671435952186584,0.46361032128334045,0.7596126059848926
3,1-1-3,2_1-1-3,0.25664979219436646,3_1-1-3-2,0.6849850416183472,-0.4283352494239807,-1.6689483586240084
3,1-1-3,2_1-1-3,0.25664979219436646,3_1-1-3-3,0.009224684908986092,0.24742510728538036,0.9640573061442417
3,1-1-3,2_1-1-3,0.25664979219436646,3_1-1-3-0,0.016226354986429214,0.24042343720793724,0.9367762784933773
3,1-1-3,2_1-1-3,0.25664979219436646,3_1-1-3-1,0.01836610771715641,0.23828368447721004,0.9284390314127067
3,1-2-2,2_1-2-2,0.468641459941864,3_1-2-2-0,0.04873683676123619,0.4199046231806278,0.89600400108159
3,1-2-2,2_1-2-2,0.468641459941864,3_1-2-2-1,0.03446487709879875,0.43417658284306526,0.926457900026442
3,1-2-2,2_1-2-2,0.468641459941864,3_1-2-2-2,0.04596047103404999,0.422680988907814,0.9019282864137725
3,1-2-2,2_1-2-2,0.468641459941864,3_1-2-2-3,0.23877178132534027,0.22986967861652374,0.4905022245471828
3,1-0-2,2_1-0-2,0.9160633087158203,3_1-0-2-2,0.5382705330848694,0.3777927756309509,0.41240902461267465
3,1-0-2,2_1-0-2,0.9160633087158203,3_1-0-2-3,0.9472967982292175,-0.031233489513397217,-0.034095339499168195
3,1-0-2,2_1-0-2,0.9160633087158203,3_1-0-2-0,0.8625208139419556,0.053542494773864746,0.058448465585771665
