level,parent_path,parent_node,parent_var,child_node,child_var,jump,jump_wt
3,1-0-2,2_1-0-2,0.9160633087158203,3_1-0-2-1,0.7632829546928406,0.15278035402297974,0.16677925266666804
4,1-3-2-1,3_1-3-2-1,0.32686251401901245,4_1-3-2-1-4,0.29213207960128784,0.03473043441772461,0.10625395365986955
4,1-3-2-1,3_1-3-2-1,0.32686251401901245,4_1-3-2-1-0,0.3213758170604706,0.00548669695854187,0.016785947373037485
4,1-3-2-1,3_1-3-2-1,0.32686251401901245,4_1-3-2-1-1,0.3087218105792999,0.018140703439712524,0.05549949187093795
4,1-3-2-1,3_1-3-2-1,0.32686251401901245,4_1-3-2-1-2,0.0610927939414978,0.26576972007751465,0.8130932997170051
4,1-3-2-1,3_1-3-2-1,0.32686251401901245,4_1-3-2-1-3,0.19333164393901825,0.1335308700799942,0.4085230467028323
4,1-0-2-3,3_1-0-2-3,0.9472967982292175,4_1-0-2-3-3,0.8276839852333069,0.11961281299591064,0.12626751533363456
4,1-0-2-3,3_1-0-2-3,0.9472967982292175,4_1-0-2-3-2,0.9298763871192932,0.017420411109924316,0.018389602015427796
4,1-0-2-3,3_1-0-2-3,0.9472967982292175,4_1-0-2-3-1,0.9314258098602295,0.015870988368988037,0.016753976576988
4,1-0-2-3,3_1-0-2-3,0.9472967982292175,4_1-0-2-3-0,0.6143666505813599,0.33293014764785767,0.35145283745306033
4,1-0-1-0,3_1-0-1-0,0.48112112283706665,4_1-0-1-0-3,0.39958029985427856,0.08154082298278809,0.16948086274400007
4,1-0-1-0,3_1-0-1-0,0.48112112283706665,4_1-0-1-0-2,0.4116584062576294,0.06946271657943726,0.14437677599734286
4,1-0-1-0,3_1-0-1-0,0.48112112283706665,4_1-0-1-0-1,0.28654760122299194,0.1945735216140747,0.40441691785785033
4,1-0-1-0,3_1-0-1-0,0.48112112283706665,4_1-0-1-0-0,0.40771248936653137,0.07340863347053528,0.1525782801587686
4,1-0-1-0,3_1-0-1-0,0.48112112283706665,4_1-0-1-0-4,0.6123954653739929,-0.13127434253692627,-0.2728509231996093
4,1-3-1-1,3_1-3-1-1,0.3064550757408142,4_1-3-1-1-3,0.18696781992912292,0.11948725581169128,0.38990137632031974
4,1-3-1-1,3_1-3-1-1,0.3064550757408142,4_1-3-1-1-2,0.17863711714744568,0.12781795859336853,0.4170854676966459
4,1-3-1-1,3_1-3-1-1,0.3064550757408142,4_1-3-1-1-1,0.28351497650146484,0.022940099239349365,0.07485632007854574
4,1-3-1-1,3_1-3-1-1,0.3064550757408142,4_1-3-1-1-0,0.3531414270401001,-0.04668635129928589,-0.1523432143730296
4,1-3-1-1,3_1-3-1-1,0.3064550757408142,4_1-3-1-1-4,0.2562555968761444,0.0501994788646698,0.16380697478519246
4,1-3-1-4,3_1-3-1-4,0.32814642786979675,4_1-3-1-4-2,0.2914714217185974,0.03667500615119934,0.11176414867374816
4,1-3-1-4,3_1-3-1-4,0.32814642786979675,4_1-3-1-4-3,0.3148038685321808,0.013342559337615967,0.04066038269631898
4,1-3-1-4,3_1-3-1-4,0.32814642786979675,4_1-3-1-4-0,0.24937258660793304,0.07877384126186371,0.24005698240640275
4,1-3-1-4,3_1-3-1-4,0.32814642786979675,4_1-3-1-4-1,0.3248681426048279,0.003278285264968872,0.00999031220985786
4,1-3-1-4,3_1-3-1-4,0.32814642786979675,4_1-3-1-4-4,0.1761443167924881,0.15200211107730865,0.46321427925956477
4,1-0-2-0,3_1-0-2-0,0.8625208139419556,4_1-0-2-0-4,0.8236467838287354,0.038874030113220215,0.045070251621587294
4,1-0-2-0,3_1-0-2-0,0.8625208139419556,4_1-0-2-0-0,0.8030062317848206,0.05951458215713501,0.06900074896179853
4,1-0-2-0,3_1-0-2-0,0.8625208139419556,4_1-0-2-0-1,0.8402512669563293,0.02226954698562622,0.025819141550739295
4,1-0-2-0,3_1-0-2-0,0.8625208139419556,4_1-0-2-0-2,0.013858506456017494,0.8486623074859381,0.9839325541691216
4,1-0-2-0,3_1-0-2-0,0.8625208139419556,4_1-0-2-0-3,0.8232794404029846,0.03924137353897095,0.04549614676500056
4,1-0-1-3,3_1-0-1-3,0.7147206664085388,4_1-0-1-3-0,0.41783639788627625,0.2968842685222626,0.41538503428773343
4,1-0-1-3,3_1-0-1-3,0.7147206664085388,4_1-0-1-3-1,0.7117067575454712,0.003013908863067627,0.004216904596046559
4,1-0-1-3,3_1-0-1-3,0.7147206664085388,4_1-0-1-3-2,0.48454776406288147,0.23017290234565735,0.32204595888107296
4,1-0-1-3,3_1-0-1-3,0.7147206664085388,4_1-0-1-3-3,0.6481602191925049,0.06656044721603394,0.09312791744290708
4,1-2-2-3,3_1-2-2-3,0.23877178132534027,4_1-2-2-3-1,0.02195165306329727,0.216820128262043,0.9080642907572612
4,1-2-2-3,3_1-2-2-3,0.23877178132534027,4_1-2-2-3-0,0.020427584648132324,0.21834419667720795,0.9144472410653143
4,1-2-2-3,3_1-2-2-3,0.23877178132534027,4_1-2-2-3-3,0.6594498753547668,-0.4206780940294266,-1.761841754056475
4,1-2-2-3,3_1-2-2-3,0.23877178132534027,4_1-2-2-3-2,0.6595727205276489,-0.42080093920230865,-1.7623562418749275
4,1-2-2-3,3_1-2-2-3,0.23877178132534027,4_1-2-2-3-4,0.6695140600204468,-0.4307422786951065,-1.803991561750739
4,1-0-2-1,3_1-0-2-1,0.7632829546928406,4_1-0-2-1-1,0.6143186092376709,0.14896434545516968,0.19516267792867945
4,1-0-2-1,3_1-0-2-1,0.7632829546928406,4_1-0-2-1-0,0.46622762084007263,0.29705533385276794,0.3891811444581631
4,1-0-2-1,3_1-0-2-1,0.7632829546928406,4_1-0-2-1-3,0.8118723034858704,-0.048589348793029785,-0.06365837006354093
4,1-0-2-1,3_1-0-2-1,0.7632829546928406,4_1-0-2-1-2,0.73261559009552,0.030667364597320557,0.040178238500899945
4,1-0-3-3,3_1-0-3-3,0.3576544225215912,4_1-0-3-3-4,0.22215323150157928,0.1355011910200119,0.3788606612625679
4,1-0-3-3,3_1-0-3-3,0.3576544225215912,4_1-0-3-3-2,0.5280876159667969,-0.1704331934452057,-0.4765303676202042
4,1-0-3-3,3_1-0-3-3,0.3576544225215912,4_1-0-3-3-3,0.39787906408309937,-0.04022464156150818,-0.11246789925848005
4,1-0-3-3,3_1-0-3-3,0.3576544225215912,4_1-0-3-3-0,0.4218389689922333,-0.06418454647064209,-0.1794596751191224
4,1-0-3-3,3_1-0-3-3,0.3576544225215912,4_1-0-3-3-1,0.3226031959056854,0.03505122661590576,0.09800305660638031
4,1-0-1-2,3_1-0-1-2,0.14671435952186584,4_1-0-1-2-1,0.06989634782075882,0.07681801170110703,0.5235889108022743
4,1-0-1-2,3_1-0-1-2,0.14671435952186584,4_1-0-1-2-0,0.07098735123872757,0.07572700828313828,0.5161526692406149
4,1-0-1-2,3_1-0-1-2,0.14671435952186584,4_1-0-1-2-3,0.030163535848259926,0.11655082367360592,0.7944063829432835
4,1-0-1-2,3_1-0-1-2,0.14671435952186584,4_1-0-1-2-2,0.05155736580491066,0.09515699371695518,0.648586777920489
4,1-0-1-2,3_1-0-1-2,0.14671435952186584,4_1-0-1-2-4,0.10481113195419312,0.04190322756767273,0.2856109497681964
4,1-0-2-2,3_1-0-2-2,0.5382705330848694,4_1-0-2-2-2,0.0009649902349337935,0.5373055428499356,0.9982072393422627
4,1-0-2-2,3_1-0-2-2,0.5382705330848694,4_1-0-2-2-3,0.25029900670051575,0.28797152638435364,0.5349940386555565
4,1-0-2-2,3_1-0-2-2,0.5382705330848694,4_1-0-2-2-0,0.02304704301059246,0.5152234900742769,0.9571831605224457
4,1-0-2-2,3_1-0-2-2,0.5382705330848694,4_1-0-2-2-1,0.05874139070510864,0.47952914237976074,0.8908701348215046
4,1-0-0-3,3_1-0-0-3,0.10489856451749802,4_1-0-0-3-1,0.0,0.10489856451749802,1.0
4,1-0-0-3,3_1-0-0-3,0.10489856451749802,4_1-0-0-3-0,0.033169399946928024,0.07172916457056999,0.6837954828123975
4,1-0-0-3,3_1-0-0-3,0.10489856451749802,4_1-0-0-3-3,0.751627504825592,-0.646728940308094,-6.165279222674338
4,1-0-0-3,3_1-0-0-3,0.10489856451749802,4_1-0-0-3-2,0.03453175723552704,0.07036680728197098,0.6708081050073204
4,1-0-0-3,3_1-0-0-3,0.10489856451749802,4_1-0-0-3-4,0.2861191928386688,-0.1812206283211708,-1.7275796780893182
5,1-0-2-3-3,4_1-0-2-3-3,0.8276839852333069,5_1-0-2-3-3-3,0.5063236951828003,0.3213602900505066,0.3882644774864429
5,1-0-2-3-3,4_1-0-2-3-3,0.8276839852333069,5_1-0-2-3-3-2,0.4641917645931244,0.3634922206401825,0.43916787943857777
5,1-0-2-3-3,4_1-0-2-3-3,0.8276839852333069,5_1-0-2-3-3-1,0.6510738134384155,0.17661017179489136,0.21337874713754262
5,1-0-2-3-3,4_1-0-2-3-3,0.8276839852333069,5_1-0-2-3-3-0,0.5968446135520935,0.23083937168121338,0.27889795598273487
5,1-3-1-4-3,4_1-3-1-4-3,0.3148038685321808,5_1-3-1-4-3-0,0.17060844600200653,0.14419542253017426,0.45804844521926164
5,1-3-1-4-3,4_1-3-1-4-3,0.3148038685321808,5_1-3-1-4-3-1,0.3045141100883484,0.010289758443832397,0.03268625157565536
5,1-3-1-4-3,4_1-3-1-4-3,0.3148038685321808,5_1-3-1-4-3-2,0.3104425370693207,0.004361331462860107,0.01385412283271948
5,1-3-1-4-3,4_1-3-1-4-3,0.3148038685321808,5_1-3-1-4-3-3,0.287723183631897,0.027080684900283813,0.08602399019602738
5,1-3-1-4-3,4_1-3-1-4-3,0.3148038685321808,5_1-3-1-4-3-4,0.23291155695915222,0.08189231157302856,0.26013756423916734
5,1-0-2-1-2,4_1-0-2-1-2,0.73261559009552,5_1-0-2-1-2-3,0.44675591588020325,0.2858596742153168,0.39019054205227294
5,1-0-2-1-2,4_1-0-2-1-2,0.73261559009552,5_1-0-2-1-2-0,0.5511419177055359,0.18147367238998413,0.2477065392047188
5,1-0-2-1-2,4_1-0-2-1-2,0.73261559009552,5_1-0-2-1-2-1,0.682401180267334,0.050214409828186035,0.06854127936540222
5,1-0-2-1-2,4_1-0-2-1-2,0.73261559009552,5_1-0-2-1-2-2,0.5322604179382324,0.2003551721572876,0.2734792637038544
5,1-0-3-3-2,4_1-0-3-3-2,0.5280876159667969,5_1-0-3-3-2-4,0.4105819761753082,0.11750563979148865,0.22251163677899374
5,1-0-3-3-2,4_1-0-3-3-2,0.5280876159667969,5_1-0-3-3-2-1,0.4717712998390198,0.0563163161277771,0.10664199353487196
5,1-0-3-3-2,4_1-0-3-3-2,0.5280876159667969,5_1-0-3-3-2-0,0.519080400466919,0.00900721549987793,0.01705628995557482
5,1-0-3-3-2,4_1-0-3-3-2,0.5280876159667969,5_1-0-3-3-2-3,0.43588805198669434,0.09219956398010254,0.17459141474338136
5,1-0-3-3-2,4_1-0-3-3-2,0.5280876159667969,5_1-0-3-3-2-2,0.5151259899139404,0.012961626052856445,0.024544461299526855
5,1-0-2-0-3,4_1-0-2-0-3,0.8232794404029846,5_1-0-2-0-3-0,0.7732754349708557,0.050004005432128906,0.06073758553675602
5,1-0-2-0-3,4_1-0-2-0-3,0.8232794404029846,5_1-0-2-0-3-1,0.7700756788253784,0.0532037615776062,0.06462418343832764
5,1-0-2-0-3,4_1-0-2-0-3,0.8232794404029846,5_1-0-2-0-3-2,0.7895180583000183,0.03376138210296631,0.04100841153817779
5,1-0-2-0-3,4_1-0-2-0-3,0.8232794404029846,5_1-0-2-0-3-3,0.7281346917152405,0.09514474868774414,0.1155679882412368
5,1-0-2-0-3,4_1-0-2-0-3,0.8232794404029846,5_1-0-2-0-3-4,0.02477654255926609,0.7985028978437185,0.9699050634045492
5,1-0-2-1-1,4_1-0-2-1-1,0.6143186092376709,5_1-0-2-1-1-2,0.6767776608467102,-0.06245905160903931,-0.10167208134317612
5,1-0-2-1-1,4_1-0-2-1-1,0.6143186092376709,5_1-0-2-1-1-1,0.34185364842414856,0.27246496081352234,0.44352385995865157
5,1-0-2-1-1,4_1-0-2-1-1,0.6143186092376709,5_1-0-2-1-1-0,0.6987465023994446,-0.08442789316177368,-0.1374333967622162
5,1-0-2-1-1,4_1-0-2-1-1,0.6143186092376709,5_1-0-2-1-1-4,0.5887689590454102,0.025549650192260742,0.04159022664797048
5,1-0-2-1-1,4_1-0-2-1-1,0.6143186092376709,5_1-0-2-1-1-3,0.6972057819366455,-0.08288717269897461,-0.13492538147563551
5,1-0-2-3-2,4_1-0-2-3-2,0.9298763871192932,5_1-0-2-3-2-1,0.80937260389328,0.12050378322601318,0.12959118533951314
5,1-0-2-3-2,4_1-0-2-3-2,0.9298763871192932,5_1-0-2-3-2-2,0.04447697103023529,0.8853994160890579,0.9521689424031698
5,1-0-2-3-2,4_1-0-2-3-2,0.9298763871192932,5_1-0-2-3-2-3,0.5020326375961304,0.42784374952316284,0.46010819873445724
5,1-0-2-3-2,4_1-0-2-3-2,0.9298763871192932,5_1-0-2-3-2-0,0.9387284517288208,-0.008852064609527588,-0.009519614361808676
5,1-0-1-3-3,4_1-0-1-3-3,0.6481602191925049,5_1-0-1-3-3-1,0.6127060055732727,0.03545421361923218,0.054699768003969716
5,1-0-1-3-3,4_1-0-1-3-3,0.6481602191925049,5_1-0-1-3-3-2,0.470689594745636,0.1774706244468689,0.27380672122699307
5,1-0-1-3-3,4_1-0-1-3-3,0.6481602191925049,5_1-0-1-3-3-3,0.3373088240623474,0.31085139513015747,0.47959036350213585
5,1-0-1-3-3,4_1-0-1-3-3,0.6481602191925049,5_1-0-1-3-3-0,0.2637345790863037,0.38442564010620117,0.5931027988498412
5,1-0-2-2-3,4_1-0-2-2-3,0.25029900670051575,5_1-0-2-2-3-3,0.006658876780420542,0.2436401299200952,0.9733963116026748
5,1-0-2-2-3,4_1-0-2-2-3,0.25029900670051575,5_1-0-2-2-3-0,0.0009097270085476339,0.2493892796919681,0.9963654389981814
5,1-0-2-2-3,4_1-0-2-2-3,0.25029900670051575,5_1-0-2-2-3-1,0.13737131655216217,0.11292769014835358,0.451171147808318
5,1-0-2-2-3,4_1-0-2-2-3,0.25029900670051575,5_1-0-2-2-3-2,0.22264663875102997,0.02765236794948578,0.11047733794074541
5,1-0-2-0-4,4_1-0-2-0-4,0.8236467838287354,5_1-0-2-0-4-4,0.7717851996421814,0.051861584186553955,0.06296580670839816
5,1-0-2-0-4,4_1-0-2-0-4,0.8236467838287354,5_1-0-2-0-4-1,0.8065885305404663,0.017058253288269043,0.02071064153128053
5,1-0-2-0-4,4_1-0-2-0-4,0.8236467838287354,5_1-0-2-0-4-0,0.7335448861122131,0.09010189771652222,0.10939385606252487
5,1-0-2-0-4,4_1-0-2-0-4,0.8236467838287354,5_1-0-2-0-4-3,0.7348287105560303,0.08881807327270508,0.10783514853276405
5,1-0-2-0-4,4_1-0-2-0-4,0.8236467838287354,5_1-0-2-0-4-2,0.7056139707565308,0.11803281307220459,0.14330513442124687
5,1-0-2-1-0,4_1-0-2-1-0,0.46622762084007263,5_1-0-2-1-0-0,0.3895246684551239,0.07670295238494873,0.16451825022022817
5,1-0-2-1-0,4_1-0-2-1-0,0.46622762084007263,5_1-0-2-1-0-1,0.2508923411369324,0.21533527970314026,0.4618672727178587
5,1-0-2-1-0,4_1-0-2-1-0,0.46622762084007263,5_1-0-2-1-0-2,0.23823733627796173,0.2279902845621109,0.4890106771265641
5,1-0-2-1-0,4_1-0-2-1-0,0.46622762084007263,5_1-0-2-1-0-3,0.467645525932312,-0.0014179050922393799,-0.003041229281277944
5,1-0-2-3-1,4_1-0-2-3-1,0.9314258098602295,5_1-0-2-3-1-1,0.8704602718353271,0.060965538024902344,0.06545399255583317
5,1-0-2-3-1,4_1-0-2-3-1,0.9314258098602295,5_1-0-2-3-1-0,0.9329781532287598,-0.0015523433685302734,-0.0016666312572583954
5,1-0-2-3-1,4_1-0-2-3-1,0.9314258098602295,5_1-0-2-3-1-3,0.8005258440971375,0.13089996576309204,0.14053718973359242
5,1-0-2-3-1,4_1-0-2-3-1,0.9314258098602295,5_1-0-2-3-1-2,0.7452718615531921,0.18615394830703735,0.19985912601559944
5,1-3-1-1-0,4_1-3-1-1-0,0.3531414270401001,5_1-3-1-1-0-1,0.3190569281578064,0.0340844988822937,0.09651798478580459
5,1-3-1-1-0,4_1-3-1-1-0,0.3531414270401001,5_1-3-1-1-0-2,0.35933929681777954,-0.006197869777679443,-0.017550673195234213
5,1-3-1-1-0,4_1-3-1-1-0,0.3531414270401001,5_1-3-1-1-0-3,0.3518543541431427,0.0012870728969573975,0.0036446386586392967
5,1-3-1-1-0,4_1-3-1-1-0,0.3531414270401001,5_1-3-1-1-0-4,0.2930195927619934,0.06012183427810669,0.1702486020460004
5,1-3-1-1-0,4_1-3-1-1-0,0.3531414270401001,5_1-3-1-1-0-0,0.18991424143314362,0.16322718560695648,0.46221477603198796
5,1-2-2-3-2,4_1-2-2-3-2,0.6595727205276489,5_1-2-2-3-2-3,0.5300636887550354,0.12950903177261353,0.1963529232515986
5,1-2-2-3-2,4_1-2-2-3-2,0.6595727205276489,5_1-2-2-3-2-0,0.3217279613018036,0.33784475922584534,0.5122176049906586
5,1-2-2-3-2,4_1-2-2-3-2,0.6595727205276489,5_1-2-2-3-2-1,0.42167872190475464,0.2378939986228943,0.3606789535391676
5,1-2-2-3-2,4_1-2-2-3-2,0.6595727205276489,5_1-2-2-3-2-4,0.5283963084220886,0.1311764121055603,0.19888089368011008
5,1-2-2-3-2,4_1-2-2-3-2,0.6595727205276489,5_1-2-2-3-2-2,0.6464196443557739,0.013153076171875,0.019941813483966897
5,1-0-1-3-1,4_1-0-1-3-1,0.7117067575454712,5_1-0-1-3-1-4,0.6999493837356567,0.011757373809814453,0.016519969334509613
5,1-0-1-3-1,4_1-0-1-3-1,0.7117067575454712,5_1-0-1-3-1-2,0.6826648116111755,0.029041945934295654,0.04080605618310453
5,1-0-1-3-1,4_1-0-1-3-1,0.7117067575454712,5_1-0-1-3-1-3,0.6040665507316589,0.10764020681381226,0.1512423560302293
5,1-0-1-3-1,4_1-0-1-3-1,0.7117067575454712,5_1-0-1-3-1-0,0.5697690844535828,0.14193767309188843,0.19943280232634292
5,1-0-1-3-1,4_1-0-1-3-1,0.7117067575454712,5_1-0-1-3-1-1,0.6818587183952332,0.029848039150238037,0.04193867605413461
5,1-0-3-3-0,4_1-0-3-3-0,0.4218389689922333,5_1-0-3-3-0-4,0.40683823823928833,0.015000730752944946,0.03556032480541439
5,1-0-3-3-0,4_1-0-3-3-0,0.4218389689922333,5_1-0-3-3-0-3,0.20357781648635864,0.21826115250587463,0.5174039587364276
5,1-0-3-3-0,4_1-0-3-3-0,0.4218389689922333,5_1-0-3-3-0-2,0.38068094849586487,0.04115802049636841,0.0975680852688747
5,1-0-3-3-0,4_1-0-3-3-0,0.4218389689922333,5_1-0-3-3-0-1,0.39808332920074463,0.023755639791488647,0.05631447433185346
5,1-0-3-3-0,4_1-0-3-3-0,0.4218389689922333,5_1-0-3-3-0-0,0.39840424060821533,0.023434728384017944,0.055553730467346685
5,1-0-1-0-4,4_1-0-1-0-4,0.6123954653739929,5_1-0-1-0-4-4,0.5909281373023987,0.02146732807159424,0.03505468163204643
5,1-0-1-0-4,4_1-0-1-0-4,0.6123954653739929,5_1-0-1-0-4-2,0.43478724360466003,0.17760822176933289,0.2900221046882943
5,1-0-1-0-4,4_1-0-1-0-4,0.6123954653739929,5_1-0-1-0-4-3,0.5992618799209595,0.013133585453033447,0.021446248699788627
5,1-0-1-0-4,4_1-0-1-0-4,0.6123954653739929,5_1-0-1-0-4-0,0.5860216617584229,0.02637380361557007,0.04306662133669369
5,1-0-1-0-4,4_1-0-1-0-4,0.6123954653739929,5_1-0-1-0-4-1,0.5758770704269409,0.036518394947052,0.05963204662978691
5,1-0-2-3-0,4_1-0-2-3-0,0.6143666505813599,5_1-0-2-3-0-2,0.10288675129413605,0.5114798992872238,0.8325320047942432
5,1-0-2-3-0,4_1-0-2-3-0,0.6143666505813599,5_1-0-2-3-0-3,0.5180033445358276,0.09636330604553223,0.15684983218790607
5,1-0-2-3-0,4_1-0-2-3-0,0.6143666505813599,5_1-0-2-3-0-0,0.24501389265060425,0.3693527579307556,0.6011927203100076
5,1-0-2-3-0,4_1-0-2-3-0,0.6143666505813599,5_1-0-2-3-0-1,0.18056310713291168,0.4338035434484482,0.7060987816281217
5,1-0-1-3-2,4_1-0-1-3-2,0.48454776406288147,5_1-0-1-3-2-3,0.415596604347229,0.06895115971565247,0.14230002660110186
5,1-0-1-3-2,4_1-0-1-3-2,0.48454776406288147,5_1-0-1-3-2-2,0.12360958755016327,0.3609381765127182,0.7448970014561412
5,1-0-1-3-2,4_1-0-1-3-2,0.48454776406288147,5_1-0-1-3-2-1,0.0,0.48454776406288147,1.0
